	attr	count
15892	rs2109217	405
15893	rs2112347	356
15894	rs2145270	356
15895	rs2206734	356
15896	rs2241423	356
15897	rs2269457	405
15898	rs2271308	405
15899	rs2280400	405
15900	rs2287019	356
15901	rs2290207	405
15902	rs2290400	405
15903	rs2292884	425
15904	rs2301775	405
15905	rs2302776	405
15906	rs2305480	405
15907	rs2383393	356
15908	rs2429542	405
15909	rs2429553	405
15910	rs2444217	356
15911	rs2462961	405
15912	rs261967	356
15913	rs2660753	425
15914	rs2715553	405
15915	rs2715555	405
15916	rs2715556	405
15917	rs2735839	425
15918	rs2815752	356
15919	rs2928679	425
15920	rs2941503	405
15921	rs2941504	405
15922	rs3025203	405
15923	rs3136685	405
15924	rs339331	425
15925	rs3744246	405
15926	rs3744350	405
15927	rs3744353	405
15928	rs3744805	405
15929	rs3859192	405
15930	rs3894194	405
15931	rs3902025	405
15932	rs3934834	356
15933	rs3934886	405
15934	rs4132126	405
15935	rs4242382	425
15936	rs4377469	356
15937	rs4430796	425
15938	rs4611492	405
15939	rs4795369	405
15940	rs4795405	405
15941	rs4795408	405
15942	rs4823006	356
15943	rs486512	405
15944	rs4890109	405
15945	rs4890115	405
15946	rs4890126	405
15947	rs4890127	405
15948	rs498973	405
15949	rs516636	356
15950	rs521633	405
15951	rs538399	405
15952	rs544198	405
15953	rs558317	405
15954	rs5759167	425
15955	rs5945619	425
15956	rs5995355 genotype	98
15957	rs608517	405
15958	rs620861	425
15959	rs6465657	425
15960	rs652722	356
15961	rs657672	405
15962	rs657723	405
15963	rs6784615	356
15964	rs6794092	356
15965	rs6795735	356
15966	rs6861681	356
15967	rs6905288	356
15968	rs6983267	425
15969	rs7127900	425
15970	rs713586	356
15971	rs7138803	356
15972	rs718314	356
15973	rs719867	405
15974	rs7208487	405
15975	rs7209228	405
15976	rs721048	425
15977	rs7211017	405
15978	rs7211770	405
15979	rs7214151	405
15980	rs7214311	405
15981	rs7214466	405
15982	rs7216389	405
15983	rs7219451	405
15984	rs7481311	356
15985	rs7498665	356
15986	rs749906	405
15987	rs7502966	405
15988	rs757411	405
15989	rs7575840 genotype	176
15990	rs7629490	425
15991	rs7647305	356
15992	rs7679673	425
15993	rs7832552	356
15994	rs7956957 genotype	13
15995	rs801259	405
15996	rs8066582	405
15997	rs8067378	405
15998	rs8078319	405
15999	rs8079180	405
16000	rs8079416	405
16001	rs8080546	405
16002	rs8102476	425
16003	rs824931	356
16004	rs868150	405
16005	rs879606	405
16006	rs887912	356
16007	rs896136	405
16008	rs902774	425
16009	rs907092	405
16010	rs921651	405
16011	rs9303277	405
16012	rs9303295	405
16013	rs931992	405
16014	rs9364554	425
16015	rs939348	405
16016	rs9675320	405
16017	rs975078	405
16018	rs981684	405
16019	rs984222	356
16020	rs9892427	405
16021	rs9898164	405
16022	rs9906612	405
16023	rs9908694	405
16024	rs9911688	405
16025	rs9915334	405
16026	rs9939609	356
16027	rstime	138
16028	rt	41
16029	rt cation	36
16030	rt enzyme	173
16031	rt primer set	14
16032	rt primer with random barcode/index	17
16033	rta version	25
16034	rtboost	344
16035	rttotaldose	344
16036	run	375
16037	run date	375
16038	run group	4
16039	run id	60
16040	run lane	25
16041	run microarray batch	72
16042	run number	47
16043	run timing group	102
16044	run type	16
16045	runchemistry	476
16046	runid	59
16047	running m per 24h before block	32
16048	runx1 mutation	275
16049	runx1 mutations	5
16050	rwc	13
16051	ryn	90
16052	s/dmem s or s/d/dmem d	49
16053	s age 10year	144
16054	s age above50year 0no 1yes	144
16055	s age year	144
16056	s and g2/m phase cells	61
16057	s aureus	18
16058	s aureus stimulation time hours	45
16059	s bioanalyzer 18s	144
16060	s bioanalyzer 28s	144
16061	s bioanalyzer area	144
16062	s bioanalyzer manual	144
16063	s bioanalyzer ratio	144
16064	s bioanalyzer rin	144
16065	s bioanalyzer rin6 0no 1yes	144
16066	s cerevisiae strain	3
16067	s cerevisiae strain 1	2
16068	s cerevisiae strain 2	2
16069	s clinic code	144
16070	s dnaind1	114
16071	s dnaind2	114
16072	s dnaind3	107
16073	s dnaind4	73
16074	s eddp plasma concentration	421
16075	s er float	144
16076	s er pos neg	144
16077	s hgrade lokrec	144
16078	s hgrade lokrec mitotic count	144
16079	s hgrade lokrec pleomrph	144
16080	s hgrade lokrec tubules	144
16081	s hgrade3 lokrec 0no 1yes	144
16082	s histology type	144
16083	s mansoni status	5
16084	s marcescens genotype/variation	5
16085	s meno	144
16086	s met plasma concentration	421
16087	s original study	144
16088	s original study prog	18
16089	s pgr float	143
16090	s pgr pos neg	144
16091	s phase fraction	28
16092	s recurrence 0no 1yes	144
16093	s se accumulating status	3
16094	s spf nbr pop	114
16095	s spf percent	114
16096	s spf status 0low 1high	73
16097	s surgery desc	122
16098	s surgery extended 0no 1yes	122
16099	s tuberosum cultivar	49
16100	s tumor size mm	144
16101	s tumor size20 0no 1yes	144
16102	s typhosa lps minutes	22
16103	s uberis infection	62
16104	s2 treatment	4
16105	s4u feed	23
16106	sa/v	43
16107	sa key	686
16108	sa137/93a was isolated from a tracheal secretion in 1993 the strain is methicillin resistant mrsa and was shown to be a member of the iberian clone st 247 sa137/93a displays heterogeneous intermediate	5
16109	sac age wks	6
16110	sac cer and gla gla mixed percentage	63
16111	sac cer strain	63
16112	sacdate	158
16113	sacrifice	27
16114	sacrifice method	1732
16115	sacrifice time	304
16116	sacrificed at	17
16117	saec permissiveness	3
16118	saha 30, binary data i e 30 or 30 at 30 cutoff	96
16119	saha drug response	375
16120	saha, raw drug sensitivity	96
16121	salicylate treatment incubation time	7
16122	salinity	83
16123	salinity psu	110
16124	salivary gland domain	86
16125	sall4	5
16126	sall4 isoform expression	10
16127	salmon type	96
16128	salmonella challenge	33
16129	salmonella typhimurium 14028s mix of promoter libraries of stable and unstable gfp variants 180,000 clones, sort1	2
16130	salmonella typhimurium 14028s mix of promoter libraries of stable and unstable gfp variants 180,000 clones, sort2	4
16131	salt concentration used for the extraction mm	9
16132	salt condition	5
16133	salt score	12
16134	sam plate	107
16135	samid	31
16136	sampe type	3
16137	sample	15166
16138	sample/donor pairing	7
16139	sample/subject id	54
16140	sample/tissue info	11
16141	sample/tissue type	11
16142	sample age	1025
16143	sample age group	10
16144	sample age years	66
16145	sample alias	1789
16146	sample amount	162
16147	sample barcode	80
16148	sample batch	24
16149	sample block	1217
16150	sample blood lead level	71
16151	sample characteristics	33
16152	sample characteristics ch1	3
16153	sample code	184
16154	sample coding	10
16155	sample cohort	204
16156	sample collected at time pt 17 23weeks 1,27 33weeks 2	327
16157	sample collection	457
16158	sample collection area	13
16159	sample collection date	699
16160	sample collection site	564
16161	sample collection time	1389
16162	sample collection time post infection	631
16163	sample collection time post virus infection	88
16164	sample collection timepoint	139
16165	sample collection zt	20
16166	sample common name	1875
16167	sample complexity	80
16168	sample composition	103
16169	sample condition	52
16170	sample data and location	65
16171	sample date	489
16172	sample day	80
16173	sample description	344
16174	sample designation/group	10
16175	sample diagnosis	167
16176	sample digestion	6
16177	sample dna	3
16178	sample donor	19
16179	sample environment c clear, s sediments, strain w stewiacke river wild, d saint john river domesticated, h hybrid, individual id	97
16180	sample environment geographic location	18
16181	sample extraction method	85
16182	sample fraction	13
16183	sample from laryngeal squamous cell carcinoma lscc	2
16184	sample group	7801
16185	sample group/subtype	37
16186	sample groups	38
16187	sample histology	286
16188	sample id	18649
16189	sample id no	41
16190	sample id short form for plotting	213
16191	sample id used in publication	50
16192	sample identifier	849
16193	sample identifier case number and anatomic site designation for metastatic samples	59
16194	sample in final analysis	928
16195	sample included in reference pool	173
16196	sample included in reference yes/no	52
16197	sample included in the main analysis the first biopsy per patient from the 105 late 1 year patients	283
16198	sample info	41
16199	sample information	53
16200	sample ip type	21
16201	sample isolation method	12
16202	sample location	41
16203	sample material	618
16204	sample medical procedure	84
16205	sample molecule	13
16206	sample month	131
16207	sample name	3687
16208	sample no	235
16209	sample note	3
16210	sample nr	416
16211	sample number	542
16212	sample optical density	17
16213	sample order	108
16214	sample origin	632
16215	sample origin/type	23
16216	sample pair	88
16217	sample pair id	13
16218	sample pairing	7
16219	sample pairs	92
16220	sample phenotype	22
16221	sample point mid log phase of growth	13
16222	sample pool	3
16223	sample pool name	60
16224	sample pooling	37
16225	sample pooling protocol	66
16226	sample population	7
16227	sample prep	20
16228	sample preparation	3971
16229	sample preparation protocol	13
16230	sample preservation	1804
16231	sample processing protocol	55
16232	sample procured	84
16233	sample protocol	25
16234	sample recovery type	151
16235	sample reference	463
16236	sample removed after qc	61
16237	sample rin	167
16238	sample scale factor	33
16239	sample section	810
16240	sample set	640
16241	sample set for prediction study	125
16242	sample site	251
16243	sample size	163
16244	sample source	3824
16245	sample source id	97
16246	sample source set	125
16247	sample stage	67
16248	sample state	7
16249	sample status	150
16250	sample storage state	25
16251	sample subseries	104
16252	sample subtype	218
16253	sample tag	106
16254	sample time	668
16255	sample time after surgery	6
16256	sample time point	63
16257	sample tissue	546
16258	sample tissue of origin	11
16259	sample tissue type	105
16260	sample tpe	36
16261	sample tracking control stc	19
16262	sample treatment	151
16263	sample treatment and extract	15
16264	sample type	88320
16265	sample type source of extracted total rna	60
16266	sample type t/tumor biopsy ctrl/autopsy sample	155
16267	sample types	42
16268	sample viability, of sample, 1 unavailable	208
16269	sample well	1053
16270	sample wt mg	9
16271	samplebarcode	285
16272	samplechips12	121
16273	samplecode	19
16274	samplegroup	70
16275	sampleid	2149
16276	sampleid2012ms submitted	52
16277	samplelabel	476
16278	samplematerial	7
16279	samplename	887
16280	samples	15
16281	samples collected at	5
16282	samples collection	474
16283	samples harvested on	29
16284	samples of different individuals pooled	54
16285	samples per pool	7
16286	samples pooled	19
16287	sampletime	91
16288	sampletype	533
16289	sampling	458
16290	sampling age	60
16291	sampling campaign	25
16292	sampling data processing	41
16293	sampling date	1302
16294	sampling date/time point	49
16295	sampling date and time	45
16296	sampling day	150
16297	sampling depth	21
16298	sampling depth m	45
16299	sampling interval post treatment	13
16300	sampling interval post tretament	7
16301	sampling location	343
16302	sampling method	222
16303	sampling point	541
16304	sampling position	25
16305	sampling protocol	33
16306	sampling season	13
16307	sampling site	13
16308	sampling source geographic	61
16309	sampling stage	7
16310	sampling technique	39
16311	sampling time	2630
16312	sampling time after initiation of treatment	10
16313	sampling time days from parturition	49
16314	sampling time group	115
16315	sampling time h	116
16316	sampling time hours	45
16317	sampling time point	610
16318	sampling time points	49
16319	sampling time to first treatment years	131
16320	sampling timepoint	250
16321	sampling type	51
16322	sampling year	48
16323	sampling, time	193
16324	samplingtime	35
16325	sandwich type	60
16326	sanz score risk group	20
16327	sapsii	108
16328	sarcoma/tumor	29
16329	sarcoma and primary cell type	52
16330	sarcoma cell of origin	13
16331	sarcoma derived from	29
16332	sarcoma subtype	166
16333	sarcoma type	16
16334	sarcomatoid component	40
16335	satb1 status	7
16336	satellite cell origin	5
16337	satellite lesions	66
16338	sbp mmhg	131
16339	sbr grade	827
16340	sbv challenge gold standard	151
16341	scaffold	6
16342	scale	14
16343	scale factor	214
16344	scaled age	320
16345	scaled bmi	320
16346	scales	41
16347	scaling	28
16348	scan age, years	84
16349	scan batch	148
16350	scan date	3367
16351	scan date yymmdd	434
16352	scan intensity	37
16353	scan method	49
16354	scan pmt	26
16355	scananimal	158
16356	scandate	55
16357	scandate batch	73
16358	scanner update	162
16359	scanning day	97
16360	scanning position	97
16361	scanning the array	19
16362	scanstrain	158
16363	scaring	5
16364	scca	35
16365	scca site	31
16366	scde analysis	178
16367	schedule	83
16368	scheuer score g	125
16369	scheuer score s	125
16370	schisto exposure	18
16371	schold score	71
16372	school performance	90
16373	scion cultivar	49
16374	sclc/carcinoid	75
16375	sclc primary tumor/metastasis	75
16376	sclerotinia sclerotiorum strain	22
16377	scm core snmf cluster	220
16378	scolex neck proglottids	2
16379	scoliosis	55
16380	scorad	187
16381	score	501
16382	scots	6
16383	scp	7
16384	scrb seq variant	53
16385	screen	5
16386	screening chemicals	304
16387	scriptminer index	20
16388	sdad2 genotype	37
16389	sdf file	73
16390	sdhb	8
16391	sea anemone harboring intracellular algal symbionts dinoflagellates	12
16392	season	958
16393	season month	3
16394	season of biopsy collection	85
16395	seawater co2 concentrations	25
16396	second apc mutation	91
16397	second cutter and restriction site sequence	9
16398	second fixation	29
16399	second intervention	37
16400	second processing step	25
16401	second rising psa ng/ml	1193
16402	second site	13
16403	second transformation	13
16404	secondary	87
16405	secondary ar pathway antagonism arpa	150
16406	secondary biopsy gleason grade	31
16407	secondary host strain	5
16408	secondary infection day 7	15
16409	secondary leukemia	7
16410	secondary lymphoid tissue	5
16411	secondary malignant neoplasm of brain brain cerebellum, biopsy	3
16412	secondary malignant neoplasm of connective and other soft tissues granulosa cell tumor in soft tissues of pelvis recurrent from primary of ovary note	3
16413	secondary malignant neoplasm of liver liver, segmental resection	3
16414	secondary malignant neoplasm of lung lung, lul lobectomy	3
16415	secondary malignant neoplasm of lymph node axillary node	3
16416	secondary malignant neoplasm of lymph node sentinel axillary lymph node	3
16417	secondary malignant neoplasm of ovary ovary	3
16418	secondary malignant neoplasm of the omentum hysterectomy and omentectomy	3
16419	secondary malignant neoplasm of the omentum omentectomy	9
16420	secondary malignant neoplasm of the omentum omentectomy from bso/omentectomy	3
16421	secondary malignant neoplasm of the omentum omentum	13
16422	secondary malignant neoplasm of the omentum omentum, biopsy	3
16423	secondary malignant neoplasm of the omentum omentum, excision	3
16424	secondary malignant neoplasm of the omentum radical hysterectomy and oophorectomy	3
16425	secondary malignant neoplasm of the peritoneum cul de sac/rectosigmoid mass excision	3
16426	secondary malignant neoplasm of the peritoneum parasplenic mass	3
16427	secondary surgical specimen pathological gleason grade	29
16428	secondary therapy	55
16429	secondary time course	7
16430	secondary treatment	13
16431	secondary treatment duration	7
16432	secondary type	342
16433	secondarycauseofdeath	14
16434	secretion	102
16435	section	211
16436	section thickness	35
16437	section type	62
16438	sectioning direction	38
16439	sectioning thickness	3
16440	sector color	204
16441	sector induction	204
16442	sedentary strain	5
16443	see	7
16444	see the following reference	2
16445	seed	2
16446	seed compartments/tissue	52
16447	seed content	7
16448	seed development stage	4
16449	seed developmental stage	37
16450	seed length	31
16451	seed origin	12
16452	seed part	117
16453	seed protein content	2
16454	seed source	26
16455	seed type	12
16456	seeding condition	13
16457	seeding density	360
16458	seeding density cell/well	88
16459	seeding metastasis	31
16460	seedling age	3
16461	seedling growth	73
16462	segment	39
16463	seizure	1330
16464	seizure latency	86
16465	seizure time	86
16466	seizurecountsz count	143
16467	selected	83
16468	selected for reproducibility analysis	72
16469	selected insert size	19
16470	selected line	108
16471	selected line rep	99
16472	selected methods	5
16473	selected size	6
16474	selected with	4
16475	selection	339
16476	selection antibiotic	3
16477	selection line replicate	37
16478	selection marker	420
16479	selection markers	23
16480	selection medium	13
16481	selection method	2
16482	selection protocol	43
16483	selection regime female	37
16484	selection regime mate	25
16485	selectioncriteria status	89
16486	selectively bred line	61
16487	selex round	10
16488	self administration drug volume/infusion	64
16489	self fertile and virulent on host plants	25
16490	self reported asbestos exposure	57
16491	self reported race	230
16492	selfindependent	107
16493	selfinterdependent	107
16494	semen exposure	7
16495	semen parameters	10
16496	seminal vesicle invasion	253
16497	seminoma specimen, pt1, patient age	22
16498	seminoma specimen, pt1, pn1, patient age	4
16499	seminoma specimen, pt2, patient age	14
16500	seminoma specimen, pt2, pn1, patient age	3
16501	seminoma specimen, pt2, pn2, pm1, patient age	3
16502	seminoma specimen, pt3, patient age	5
16503	seminoma specimen, pt3, pn1, pm1, patient age	3
16504	senescence induction	25
16505	senescent or non senescent	20
16506	sense/antisense	21
16507	sensitisation	17
16508	sensitivity	28
16509	sensitivity to 5 fu	53
16510	sensitivity to bez235	53
16511	sensitivity to chemotherapy sensitive 2 intermediate 1 resistant 0	118
16512	sensitivity to hedgehog	13
16513	sensitivity to l ohp	53
16514	sensitivity to sunitinib up to day 8	33
16515	sensitivity to telomerase inhibition imetelstat	14
16516	sensitization	271
16517	sensitized	25
16518	sensitized and challenged with	8
16519	sensitized with	13
16520	sensor	111
16521	sensory neuron subset	7
16522	sentinel ln tumor invasion	12
16523	sentrix	86
16524	sentrix barcode	1383
16525	sentrix id	7180
16526	sentrix id and position	98
16527	sentrix id slide	214
16528	sentrix position	4800
16529	sentrix position array	214
16530	sentrix row	19
16531	sentrixbarcode	721
16532	sentrixid	137
16533	sentrixpos	199
16534	sentrixposition	721
16535	separation	46
16536	separation method	2972
16537	separation type	4
16538	sepsis	172
16539	sepsis model	29
16540	sepsis stage	24
16541	seq type	9
16542	seqc sample	2978
16543	seqsite	476
16544	sequence	56
16545	sequence change	19
16546	sequence events	15
16547	sequence index	6
16548	sequence mutations	27
16549	sequence type	119
16550	sequenced molecule	216
16551	sequencing	67
16552	sequencing chemistry	11
16553	sequencing chip	21
16554	sequencing cycles/read length	72
16555	sequencing date	203
16556	sequencing depth	58
16557	sequencing direction	15
16558	sequencing facility	25
16559	sequencing index	32
16560	sequencing info	10
16561	sequencing lane	213
16562	sequencing library	6
16563	sequencing method	212
16564	sequencing pik3ca	27
16565	sequencing platform	127
16566	sequencing primer	14
16567	sequencing protocol	123
16568	sequencing pten	27
16569	sequencing read length	19
16570	sequencing run	309
16571	sequencing run type	25
16572	sequencing sample number	32
16573	sequencing technique	67
16574	sequencing technology	12
16575	sequencing time	9
16576	sequencing tp53	27
16577	sequencing type	7
16578	sequentially infected with	8
16579	sera	25
16580	serial number	2
16581	serialnumber	116
16582	series	1051
16583	series replicate	26
16584	series, 1 lr/rt, 2 lr/rt, 3 lr/rt, 4 lr/rt	144
16585	seroconversion	89
16586	serologic response status	46
16587	serology	997
16588	serotonin staining	5
16589	serotype	685
16590	serotype quellung	169
16591	serovar	78
16592	serum	147
16593	serum 25 oh d	31
16594	serum autoantibody	24
16595	serum c3 mg/l	54
16596	serum component	3
16597	serum concentration	9
16598	serum creatinine	52
16599	serum crp level at 14 weeks mg/dl	69
16600	serum culture age	54
16601	serum folate levels nm/l	175
16602	serum level	12
16603	serum level in cell culture medium following transfection	13
16604	serum source	5
16605	serum source strain	11
16606	serum starvation	13
16607	serum starved	13
16608	serum testosterone on day of surgery nmol/l	31
16609	serum type	579
16610	serum used	16
16611	serum vitamin b12 levels pm/l	175
16612	serum volume	5
16613	serum volume microl	26
16614	session	128
16615	set	2690
16616	set class	511
16617	set id matched samples	267
16618	setd2 mutations	5
16619	setdb1	13
16620	setnr	722
16621	severe acute respiratory syndrome sars virus amplified from vero cell culture as described in lim pl, kurup a, gopalakrishna g, chan kp, wong cw, et al	2
16622	severe feather pecking	180
16623	severity	1461
16624	severity apacheii	165
16625	severity class	29
16626	severity of illness	90
16627	severity score	312
16628	sex	161748
16629	sex/age	20
16630	sex/mating type	434
16631	sex 0 female 1 male	3
16632	sex 0 male 1 female	47
16633	sex 1 female, 0 male	85
16634	sex 1 male, 2 female	86
16635	sex and age	10
16636	sex chromosome complement	62
16637	sex chromosome parent of origin	22
16638	sex chromosome ploidy	21
16639	sex clinical gender	676
16640	sex code	928
16641	sex gender	200
16642	sex hormone binding protein	267
16643	sex known	17
16644	sex m male f female	29
16645	sex male/female	57
16646	sex male 1 female 2	758
16647	sex of donor mice	7
16648	sex of newborn	39
16649	sex of offspring	25
16650	sex of patient	37
16651	sex of recipient mice	7
16652	sex type	485
16653	sex, 1 m, 2 f	313
16654	sexe	15
16655	sexed	26
16656	sexpredictedusingdnamethdata	181
16657	sexual differentiation	65
16658	sexual maturity	9
16659	sexual orientation	85
16660	sf	9
16661	sf 1 dosage	11
16662	sf mf lf animals	43
16663	sf2	45
16664	sf2 the amount of radiation that allows for 50 of the cells to survive	17
16665	sf3b1 mutation	38
16666	sf3b1 mutations	7
16667	sf3b1 status	18
16668	sfebq	35
16669	sg	59
16670	sgn40dx	24
16671	sgrna	40
16672	sh	9
16673	sh hcc	97
16674	sh p53	27
16675	sh rna	3
16676	sh transfrection	7
16677	sh treatment	8
16678	shape	32
16679	shbg expression	13
16680	shconstruct	9
16681	shear exposure	21
16682	shear force	33
16683	shear stress	13
16684	shearing protocol	7
16685	shearing technologie	19
16686	shedding type	22
16687	sheep id	33
16688	shell diameter	22
16689	sherbb3	9
16690	shew l limited	2
16691	shield 1 concentration	7
16692	shield1 addition	25
16693	shift work status	21
16694	shigella flexneri 2a str 2457t	3
16695	shimada	788
16696	shin circumference cm	330
16697	shipped	2
16698	shock	236
16699	shock wave pressure	9
16700	shoot type	4
16701	short description	10
16702	short hairpin	25
16703	short hairpin rna	9
16704	short label	72
16705	short term cultured human primary melanocytes passage	5
16706	shortname	17
16707	shrna	1523
16708	shrna/sirna	11
16709	shrna construct	50
16710	shrna construct for transduction	9
16711	shrna expressing	7
16712	shrna expressing retrovirus	31
16713	shrna expression	42
16714	shrna id	13
16715	shrna info	14
16716	shrna knock down	19
16717	shrna seq	5
16718	shrna sequence	30
16719	shrna target	14
16720	shrna target gene	7
16721	shrna target gene and trc accession	24
16722	shrna target sequence	5
16723	shrna transduced	3
16724	shrna transfection	23
16725	shrna treatment	31
16726	shrna type	142
16727	shrna vector	25
16728	shrnai	7
16729	shtarbp2/control	8
16730	si	72
16731	si rna	6
16732	si target	13
16733	sib	15
16734	sibling	13
16735	sibling pair	9
16736	sibling phenotype	23
16737	siblings	38
16738	sibship	54
16739	sicer gap size	35
16740	sicer window size	35
16741	side	133
16742	side graft	61
16743	side of amygdala	57
16744	side of body	132
16745	side of brain	97
16746	side of relapse	51
16747	sigata variant	13
16748	signature	108
16749	silencer	9
16750	silencing vector	13
16751	silica nanoparticle type	20
16752	silicic acid um	65
16753	similar to	17
16754	simmental heifer deutsches fleckvieh, age	21
16755	simmental heifer deutsches fleckvieh, monozygotic twin generated by embryo splitting, non lactating, age	11
16756	simons simplex collection id	440
16757	simple annotation	227
16758	simulation	81
16759	simulator	8
16760	simva drug response	375
16761	single/co culture	15
16762	single/coculture	17
16763	single cell passage	9
16764	single cell passage and self ograinzation into neural tubes	6
16765	single cells or cluster	30
16766	single lymphoblastoid cell of the ebv cell line with karyotype	8
16767	single mixed original culture	37
16768	single multiple lesions	151
16769	single or paired end	7
16770	single species biofilm/culture	13
16771	sinn	58
16772	sire	106
16773	sire treatment	9
16774	sirna	2459
16775	sirna/shrna	41
16776	sirna concentration	55
16777	sirna knock down	3
16778	sirna knock down target	11
16779	sirna knockdown	105
16780	sirna knocked down	402
16781	sirna mediated knockdown	9
16782	sirna name	5
16783	sirna no	58
16784	sirna or shrna treatment	5
16785	sirna sequence	59
16786	sirna sequence for luciferase	3
16787	sirna source	24
16788	sirna target point on wdr5 cds	4
16789	sirna target sequence	5
16790	sirna transfection	266
16791	sirna transfection protocol	14
16792	sirna transfection time	78
16793	sirna treated	5
16794	sirna treatment	297
16795	sirna treatment conditions	19
16796	sirna treatment group	14
16797	sirna treatment time point	11
16798	sirna type	71
16799	sirna vendor	21
16800	sirs outcomes	264
16801	sirs signs	84
16802	sirs vs sepsis	130
16803	sirt1 expression	7
16804	sirt6 status	6
16805	sirt7 allele	7
16806	sisp test	17
16807	sister	195
16808	sister with bc	267
16809	site	7799
16810	site detail	98
16811	site isolated	113
16812	site of 1st recurrence	223
16813	site of biopsy i	7
16814	site of biopsy ii	7
16815	site of cancer	6
16816	site of infection	165
16817	site of involvement of lymphoma	6
16818	site of primary	67
16819	site of primary melanoma	7
16820	site of recurrence	98
16821	site of relapse	221
16822	site of relapse brain or other	196
16823	site of specimen collection	349
16824	site pb	424
16825	site preference	123
16826	site r right colon cancer, 1 l left colon cancer, 2 p rectal cancer, 3	119
16827	site tumor	22
16828	site1	53
16829	site2	50
16830	siteandparticipantcode	476
16831	sitype	24
16832	siv infection	30
16833	siv infection status	61
16834	siv status	36
16835	siv strain	95
16836	siv type	30
16837	size	2343
16838	size 1 2cm 2 2cm to 5cm 3 5cm 4 any size with direct extension to chest wall or skin	458
16839	size bin	218
16840	size class prior to infection	37
16841	size cm	840
16842	size dissected area	156
16843	size distribution in cv	11
16844	size in cm	241
16845	size mm	1160
16846	size of dna fragments	9
16847	size of myocardial infarction	37
16848	size of primary tumor cm	26
16849	size of tumor	2
16850	size of tumor t factor	9
16851	size selection	9
16852	size tumor cm	29
16853	sizebin	125
16854	sizemm	194
16855	sizestatus	194
16856	sjodahl 2012 molecular subtype	103
16857	sk mel 103 time	5
16858	sk mel 103 treated with 1ug/ml of polyinosine polycytidylic acid age	3
16859	sk mel 103 treated with 1ug/ml of polyinosine polycytidylic acid with polyethyleneimine age	3
16860	skatole level	51
16861	skbr7	3
16862	skeletal muscle tissue	31
16863	skin	432
16864	skin age	12
16865	skin color	3
16866	skin fold freckling	58
16867	skin score at biopsy site	4
16868	skin score done by mdm	31
16869	skin take	197
16870	skinfold back thickness	8
16871	sl	18
16872	sl 1 7 1, biological repl	7
16873	sl2 cell line, for more detail see rehwinkel et al 2005 rna, pmid	7
16874	sl2 treatment	13
16875	slaughter age	6
16876	slaughter batch	103
16877	sle disease activity index sledai	12
16878	sle yes/no	369
16879	sledai	1240
16880	sledai component class	997
16881	sledaic lmm2	997
16882	sleep	3
16883	sleep duration	23
16884	sleep perceived quality pittsburgh sleep quality index	100
16885	sleep protocol	81
16886	sleep timing	288
16887	sleepprotocol	439
16888	slice	123
16889	slice slice1 oldest, slice10 youngest	11
16890	slide	780
16891	slide barcode	61
16892	slide batch	494
16893	slide block	289
16894	slide half	292
16895	slide id	569
16896	slide name	187
16897	slide no	1705
16898	slide number	728
16899	slide number and position of the samples in each array	88
16900	slide position	129
16901	slide print batch	289
16902	slide slot	292
16903	slidename	155
16904	slideno	158
16905	slim1 1 was isolated as a response less mutant to sulfur limitation stress indicated as the gfp fluorescence of psultr1 2 gfp plants the parental plant, psultr1 2 gfp plants, is the arabidopsis thalia	5
16906	slim1 2 was isolated as a response less mutant to sulfur limitation stress indicated as the gfp fluorescence of psultr1 2 gfp plants the parental plant, psultr1 2 gfp plants, is the arabidopsis thalia	5
16907	slocus genotype	13
16908	slot	158
16909	sma	13
16910	smad3 expression	3
16911	smad4 mutation	271
16912	smad4 mutations	5
16913	small interfering knock down	21
16914	small molecule	107
16915	small molecule inhibitor treatement	13
16916	small molecule treatment	16
16917	small molecules	5
16918	small rna	104
16919	small rna capture method	27
16920	small rna classes	10
16921	small rna library	5
16922	small rna library prep method	5
16923	smarcb1	5
16924	smear of index case	140
16925	smn2 copies	13
16926	smo mutation	271
16927	smokcignow	137
16928	smoke	1690
16929	smoke 2 classes	152
16930	smoke at death	270
16931	smoke ever	94
16932	smoke habit	21
16933	smoker	1928
16934	smoker/non smoker	29
16935	smoker status	88
16936	smokercurrent	119
16937	smokerex	119
16938	smokerstopyear	119
16939	smoking	3442
16940	smoking 0 no, 1 yes	44
16941	smoking 0 non smoker, 1 smoker	116
16942	smoking 0,1 and 2, which represent never, former and current smokers	465
16943	smoking amount	231
16944	smoking bi	282
16945	smoking cessation	7
16946	smoking dose cigarettes/day	151
16947	smoking duration years	148
16948	smoking habit	25
16949	smoking habits	87
16950	smoking history	1349
16951	smoking history pack years	7
16952	smoking index package year	70
16953	smoking pack per year	57
16954	smoking pack years	213
16955	smoking packyears	742
16956	smoking rate	26
16957	smoking regimen	79
16958	smoking start date	29
16959	smoking status	10563
16960	smoking status 0 non smoker, 1 former smoker, 2 current smoker	49
16961	smoking status 0 nonsmoker, 1 smoker	172
16962	smoking status at enrollment	47
16963	smoking status n a data not available	29
16964	smoking stop date	86
16965	smokingpack years	77
16966	smokingpackyears	81
16967	smokingstat	97
16968	smokingstatus	81
16969	smooth muscle markers	42
16970	smp8 il4r transgene	7
16971	smrna	15
16972	smrna preparation initial smrna qnty	3
16973	sms	212
16974	snb number and status	25
16975	snb status	25
16976	snb tumor burden at hystopathology 3	25
